Date,Zip Code,Pickup Location,Number of Trips Booked
2024/01/14,700020,A.J.C. Bose Road,15
2024/01/14,700022,Hastings,9
2024/01/14,700025,Bhawanipore,8
2024/01/14,700026,Kalighat,13
2024/01/14,700027,Alipore,7
2024/01/14,700029,Dover Lane,7
2024/01/14,700031,Dhakuria,8
2024/01/14,700032,Bijoygarh,9
2024/01/14,700033,Indrani Park,8
2024/01/14,700034,Behala,8
2024/01/14,700042,Kasba,6
2024/01/14,700044,Badartala,5
2024/01/14,700046,Abinash Chaowdhury Lane,7
2024/01/14,700047,Ganguly Bagan,8
2024/01/14,700053,Kalabagan,5
2024/01/14,700054,Bengal Chemical,20
2024/01/14,700061,Jairampur,10
2024/01/14,700066,Bidhangarh,14
2024/01/14,700068,Jodhpur Park,6
2024/01/14,700069,Great Eastern Hotel,10
2024/01/14,700073,Colootola,29
2024/01/14,700075,Garfa,9
2024/01/14,700078,Haltu,7
2024/01/14,700082,Haridevpur,9
2024/01/14,700085,K.G. Bose Sarani,8
2024/01/14,700086,Baghajatin,6
2024/01/14,700088,Brace Bridge,5
2024/01/14,700095,Golf Green,7
2024/01/14,700099,Kalikapur,6
2024/01/14,700107,E.K.T,6
2024/01/14,700141,Daulatpur,10
2024/01/14,700008,Barisha,8
2024/01/14,700010,Beleghata,14
2024/01/14,700012,Bowbazar,18
2024/01/14,700015,Entally,5
2024/01/14,700017,Kidderpore,9
2024/01/14,700018,Bartala,5
2024/01/14,700021,Fort William,9
2024/01/14,700024,Garden Reach,11
2024/01/14,700072,Hindustan Building,15
2024/01/14,700135,Rajarhat,7
2024/01/14,700136,New Town,17
2024/01/14,700023,Khiddirpore,9
2024/01/14,700091,Salt Lake Sector I,16
2024/01/14,700098,Bidhan Nagar,10
2024/01/14,700105,Kankurgachi,8
2024/01/14,700106,Phool Bagan,11
2024/01/14,700108,Shyambazar,12
2024/01/14,700109,Bagbazar,5
2024/01/15,700001,B.B.D. Bagh,14
2024/01/15,700007,Esplanade,27
2024/01/15,700013,Chittaranjan Avenue,14
2024/01/15,700014,Bhowanipore,13
2024/01/15,700016,Park Street,14
2024/01/15,700019,Ballygunge,14
2024/01/15,700020,A.J.C. Bose Road,24
2024/01/15,700022,Hastings,10
2024/01/15,700025,Bhawanipore,9
2024/01/15,700026,Kalighat,22
2024/01/15,700027,Alipore,17
2024/01/15,700029,Dover Lane,16
2024/01/15,700031,Dhakuria,6
2024/01/15,700032,Bijoygarh,14
2024/01/15,700033,Indrani Park,10
2024/01/15,700034,Behala,12
2024/01/15,700042,Kasba,11
2024/01/15,700044,Badartala,21
2024/01/15,700046,Abinash Chaowdhury Lane,5
2024/01/15,700047,Ganguly Bagan,13
2024/01/15,700053,Kalabagan,10
2024/01/15,700054,Bengal Chemical,19
2024/01/15,700061,Jairampur,12
2024/01/15,700066,Bidhangarh,10
2024/01/15,700068,Jodhpur Park,7
2024/01/15,700069,Great Eastern Hotel,30
2024/01/15,700073,Colootola,25
2024/01/15,700075,Garfa,13
2024/01/15,700078,Haltu,11
2024/01/15,700082,Haridevpur,15
2024/01/15,700085,K.G. Bose Sarani,21
2024/01/15,700086,Baghajatin,11
2024/01/15,700088,Brace Bridge,11
2024/01/15,700095,Golf Green,8
2024/01/15,700099,Kalikapur,5
2024/01/15,700107,E.K.T,14
2024/01/15,700141,Daulatpur,14
2024/01/15,700008,Barisha,15
2024/01/15,700010,Beleghata,17
2024/01/15,700012,Bowbazar,27
2024/01/15,700015,Entally,13
2024/01/15,700017,Kidderpore,6
2024/01/15,700018,Bartala,9
2024/01/15,700021,Fort William,29
2024/01/15,700024,Garden Reach,9
2024/01/15,700072,Hindustan Building,18
2024/01/15,700135,Rajarhat,17
2024/01/15,700136,New Town,13
2024/01/15,700023,Khiddirpore,14
2024/01/15,700091,Salt Lake Sector I,15
2024/01/15,700098,Bidhan Nagar,15
2024/01/15,700105,Kankurgachi,7
2024/01/15,700106,Phool Bagan,18
2024/01/15,700108,Shyambazar,24
2024/01/15,700109,Bagbazar,7
2024/01/16,700001,B.B.D. Bagh,27
2024/01/16,700007,Esplanade,17
2024/01/16,700013,Chittaranjan Avenue,19
2024/01/16,700014,Bhowanipore,10
2024/01/16,700016,Park Street,15
2024/01/16,700019,Ballygunge,19
2024/01/16,700020,A.J.C. Bose Road,21
2024/01/16,700022,Hastings,8
2024/01/16,700025,Bhawanipore,14
2024/01/16,700026,Kalighat,16
2024/01/16,700027,Alipore,14
2024/01/16,700029,Dover Lane,12
2024/01/16,700031,Dhakuria,4
2024/01/16,700032,Bijoygarh,12
2024/01/16,700033,Indrani Park,7
2024/01/16,700034,Behala,10
2024/01/16,700042,Kasba,17
2024/01/16,700044,Badartala,14
2024/01/16,700046,Abinash Chaowdhury Lane,15
2024/01/16,700047,Ganguly Bagan,11
2024/01/16,700053,Kalabagan,11
2024/01/16,700054,Bengal Chemical,19
2024/01/16,700061,Jairampur,7
2024/01/16,700066,Bidhangarh,9
2024/01/16,700068,Jodhpur Park,11
2024/01/16,700069,Great Eastern Hotel,22
2024/01/16,700073,Colootola,23
2024/01/16,700075,Garfa,11
2024/01/16,700078,Haltu,11
2024/01/16,700082,Haridevpur,10
2024/01/16,700085,K.G. Bose Sarani,13
2024/01/16,700086,Baghajatin,8
2024/01/16,700088,Brace Bridge,10
2024/01/16,700095,Golf Green,13
2024/01/16,700099,Kalikapur,9
2024/01/16,700107,E.K.T,17
2024/01/16,700141,Daulatpur,14
2024/01/16,700008,Barisha,13
2024/01/16,700010,Beleghata,16
2024/01/16,700012,Bowbazar,19
2024/01/16,700015,Entally,28
2024/01/16,700017,Kidderpore,12
2024/01/16,700018,Bartala,15
2024/01/16,700021,Fort William,31
2024/01/16,700024,Garden Reach,13
2024/01/16,700072,Hindustan Building,34
2024/01/16,700135,Rajarhat,17
2024/01/16,700136,New Town,21
2024/01/16,700023,Khiddirpore,7
2024/01/16,700091,Salt Lake Sector I,17
2024/01/16,700098,Bidhan Nagar,13
2024/01/16,700105,Kankurgachi,14
2024/01/16,700106,Phool Bagan,12
2024/01/16,700108,Shyambazar,23
2024/01/16,700109,Bagbazar,9
2024/01/17,700001,B.B.D. Bagh,29
2024/01/17,700007,Esplanade,26
2024/01/17,700013,Chittaranjan Avenue,26
2024/01/17,700014,Bhowanipore,8
2024/01/17,700016,Park Street,24
2024/01/17,700019,Ballygunge,11
2024/01/17,700020,A.J.C. Bose Road,17
2024/01/17,700022,Hastings,10
2024/01/17,700025,Bhawanipore,10
2024/01/17,700026,Kalighat,16
2024/01/17,700027,Alipore,11
2024/01/17,700029,Dover Lane,9
2024/01/17,700031,Dhakuria,10
2024/01/17,700032,Bijoygarh,13
2024/01/17,700033,Indrani Park,8
2024/01/17,700034,Behala,15
2024/01/17,700042,Kasba,16
2024/01/17,700044,Badartala,10
2024/01/17,700046,Abinash Chaowdhury Lane,12
2024/01/17,700047,Ganguly Bagan,19
2024/01/17,700053,Kalabagan,11
2024/01/17,700054,Bengal Chemical,13
2024/01/17,700061,Jairampur,8
2024/01/17,700066,Bidhangarh,14
2024/01/17,700068,Jodhpur Park,9
2024/01/17,700069,Great Eastern Hotel,31
2024/01/17,700073,Colootola,19
2024/01/17,700075,Garfa,15
2024/01/17,700078,Haltu,10
2024/01/17,700082,Haridevpur,9
2024/01/17,700085,K.G. Bose Sarani,12
2024/01/17,700086,Baghajatin,15
2024/01/17,700088,Brace Bridge,11
2024/01/17,700095,Golf Green,13
2024/01/17,700099,Kalikapur,16
2024/01/17,700107,E.K.T,15
2024/01/17,700141,Daulatpur,12
2024/01/17,700008,Barisha,12
2024/01/17,700010,Beleghata,11
2024/01/17,700012,Bowbazar,25
2024/01/17,700015,Entally,19
2024/01/17,700017,Kidderpore,5
2024/01/17,700018,Bartala,11
2024/01/17,700021,Fort William,25
2024/01/17,700024,Garden Reach,17
2024/01/17,700072,Hindustan Building,13
2024/01/17,700135,Rajarhat,17
2024/01/17,700136,New Town,14
2024/01/17,700023,Khiddirpore,12
2024/01/17,700091,Salt Lake Sector I,15
2024/01/17,700098,Bidhan Nagar,22
2024/01/17,700105,Kankurgachi,14
2024/01/17,700106,Phool Bagan,13
2024/01/17,700108,Shyambazar,25
2024/01/17,700109,Bagbazar,15
2024/01/18,700001,B.B.D. Bagh,28
2024/01/18,700007,Esplanade,19
2024/01/18,700013,Chittaranjan Avenue,27
2024/01/18,700014,Bhowanipore,17
2024/01/18,700016,Park Street,24
2024/01/18,700019,Ballygunge,9
2024/01/18,700020,A.J.C. Bose Road,26
2024/01/18,700022,Hastings,12
2024/01/18,700025,Bhawanipore,8
2024/01/18,700026,Kalighat,14
2024/01/18,700027,Alipore,10
2024/01/18,700029,Dover Lane,14
2024/01/18,700031,Dhakuria,11
2024/01/18,700032,Bijoygarh,11
2024/01/18,700033,Indrani Park,11
2024/01/18,700034,Behala,12
2024/01/18,700042,Kasba,12
2024/01/18,700044,Badartala,13
2024/01/18,700046,Abinash Chaowdhury Lane,9
2024/01/18,700047,Ganguly Bagan,15
2024/01/18,700053,Kalabagan,14
2024/01/18,700054,Bengal Chemical,16
2024/01/18,700061,Jairampur,12
2024/01/18,700066,Bidhangarh,9
2024/01/18,700068,Jodhpur Park,14
2024/01/18,700069,Great Eastern Hotel,19
2024/01/18,700073,Colootola,34
2024/01/18,700075,Garfa,13
2024/01/18,700078,Haltu,5
2024/01/18,700082,Haridevpur,16
2024/01/18,700085,K.G. Bose Sarani,9
2024/01/18,700086,Baghajatin,7
2024/01/18,700088,Brace Bridge,18
2024/01/18,700095,Golf Green,15
2024/01/18,700099,Kalikapur,11
2024/01/18,700107,E.K.T,12
2024/01/18,700141,Daulatpur,5
2024/01/18,700008,Barisha,17
2024/01/18,700010,Beleghata,18
2024/01/18,700012,Bowbazar,33
2024/01/18,700015,Entally,19
2024/01/18,700017,Kidderpore,13
2024/01/18,700018,Bartala,18
2024/01/18,700021,Fort William,31
2024/01/18,700024,Garden Reach,11
2024/01/18,700072,Hindustan Building,35
2024/01/18,700135,Rajarhat,23
2024/01/18,700136,New Town,19
2024/01/18,700023,Khiddirpore,11
2024/01/18,700091,Salt Lake Sector I,20
2024/01/18,700098,Bidhan Nagar,11
2024/01/18,700105,Kankurgachi,8
2024/01/18,700106,Phool Bagan,13
2024/01/18,700108,Shyambazar,28
2024/01/18,700109,Bagbazar,10
2024/01/19,700001,B.B.D. Bagh,19
2024/01/19,700007,Esplanade,27
2024/01/19,700013,Chittaranjan Avenue,18
2024/01/19,700014,Bhowanipore,11
2024/01/19,700016,Park Street,24
2024/01/19,700019,Ballygunge,17
2024/01/19,700020,A.J.C. Bose Road,25
2024/01/19,700022,Hastings,12
2024/01/19,700025,Bhawanipore,10
2024/01/19,700026,Kalighat,18
2024/01/19,700027,Alipore,9
2024/01/19,700029,Dover Lane,8
2024/01/19,700031,Dhakuria,17
2024/01/19,700032,Bijoygarh,14
2024/01/19,700033,Indrani Park,12
2024/01/19,700034,Behala,17
2024/01/19,700042,Kasba,14
2024/01/19,700044,Badartala,9
2024/01/19,700046,Abinash Chaowdhury Lane,6
2024/01/19,700047,Ganguly Bagan,18
2024/01/19,700053,Kalabagan,9
2024/01/19,700054,Bengal Chemical,23
2024/01/19,700061,Jairampur,9
2024/01/19,700066,Bidhangarh,13
2024/01/19,700068,Jodhpur Park,6
2024/01/19,700069,Great Eastern Hotel,20
2024/01/19,700073,Colootola,23
2024/01/19,700075,Garfa,13
2024/01/19,700078,Haltu,7
2024/01/19,700082,Haridevpur,12
2024/01/19,700085,K.G. Bose Sarani,17
2024/01/19,700086,Baghajatin,8
2024/01/19,700088,Brace Bridge,12
2024/01/19,700095,Golf Green,9
2024/01/19,700099,Kalikapur,14
2024/01/19,700107,E.K.T,10
2024/01/19,700141,Daulatpur,11
2024/01/19,700008,Barisha,6
2024/01/19,700010,Beleghata,14
2024/01/19,700012,Bowbazar,33
2024/01/19,700015,Entally,14
2024/01/19,700017,Kidderpore,14
2024/01/19,700018,Bartala,10
2024/01/19,700021,Fort William,22
2024/01/19,700024,Garden Reach,13
2024/01/19,700072,Hindustan Building,21
2024/01/19,700135,Rajarhat,15
2024/01/19,700136,New Town,22
2024/01/19,700023,Khiddirpore,12
2024/01/19,700091,Salt Lake Sector I,15
2024/01/19,700098,Bidhan Nagar,14
2024/01/19,700105,Kankurgachi,8
2024/01/19,700106,Phool Bagan,8
2024/01/19,700108,Shyambazar,31
2024/01/19,700109,Bagbazar,14
2024/01/20,700001,B.B.D. Bagh,21
2024/01/20,700007,Esplanade,27
2024/01/20,700013,Chittaranjan Avenue,15
2024/01/20,700014,Bhowanipore,7
2024/01/20,700016,Park Street,13
2024/01/20,700019,Ballygunge,11
2024/01/20,700020,A.J.C. Bose Road,20
2024/01/20,700022,Hastings,10
2024/01/20,700025,Bhawanipore,10
2024/01/20,700026,Kalighat,20
2024/01/20,700027,Alipore,14
2024/01/20,700029,Dover Lane,20
2024/01/20,700031,Dhakuria,10
2024/01/20,700032,Bijoygarh,7
2024/01/20,700033,Indrani Park,7
2024/01/20,700034,Behala,11
2024/01/20,700042,Kasba,13
2024/01/20,700044,Badartala,10
2024/01/20,700046,Abinash Chaowdhury Lane,9
2024/01/20,700047,Ganguly Bagan,8
2024/01/20,700053,Kalabagan,18
2024/01/20,700054,Bengal Chemical,12
2024/01/20,700061,Jairampur,13
2024/01/20,700066,Bidhangarh,12
2024/01/20,700068,Jodhpur Park,9
2024/01/20,700069,Great Eastern Hotel,24
2024/01/20,700073,Colootola,12
2024/01/20,700075,Garfa,10
2024/01/20,700078,Haltu,4
2024/01/20,700082,Haridevpur,15
2024/01/20,700085,K.G. Bose Sarani,11
2024/01/20,700086,Baghajatin,11
2024/01/20,700088,Brace Bridge,12
2024/01/20,700095,Golf Green,9
2024/01/20,700099,Kalikapur,8
2024/01/20,700107,E.K.T,7
2024/01/20,700141,Daulatpur,12
2024/01/20,700008,Barisha,6
2024/01/20,700010,Beleghata,17
2024/01/20,700012,Bowbazar,26
2024/01/20,700015,Entally,10
2024/01/20,700017,Kidderpore,11
2024/01/20,700018,Bartala,10
2024/01/20,700021,Fort William,25
2024/01/20,700024,Garden Reach,12
2024/01/20,700072,Hindustan Building,26
2024/01/20,700135,Rajarhat,17
2024/01/20,700136,New Town,12
2024/01/20,700023,Khiddirpore,16
2024/01/20,700091,Salt Lake Sector I,18
2024/01/20,700098,Bidhan Nagar,16
2024/01/20,700105,Kankurgachi,12
2024/01/20,700106,Phool Bagan,9
2024/01/20,700108,Shyambazar,25
2024/01/20,700109,Bagbazar,14
2024/01/21,700001,B.B.D. Bagh,16
2024/01/21,700007,Esplanade,13
2024/01/21,700013,Chittaranjan Avenue,17
2024/01/21,700014,Bhowanipore,10
2024/01/21,700016,Park Street,20
2024/01/21,700019,Ballygunge,9
2024/01/21,700020,A.J.C. Bose Road,12
2024/01/21,700022,Hastings,9
2024/01/21,700025,Bhawanipore,6
2024/01/21,700026,Kalighat,13
2024/01/21,700027,Alipore,5
2024/01/21,700029,Dover Lane,7
2024/01/21,700031,Dhakuria,5
2024/01/21,700032,Bijoygarh,9
2024/01/21,700033,Indrani Park,10
2024/01/21,700034,Behala,9
2024/01/21,700042,Kasba,7
2024/01/21,700044,Badartala,6
2024/01/21,700046,Abinash Chaowdhury Lane,9
2024/01/21,700047,Ganguly Bagan,7
2024/01/21,700053,Kalabagan,16
2024/01/21,700054,Bengal Chemical,7
2024/01/21,700061,Jairampur,12
2024/01/21,700066,Bidhangarh,12
2024/01/21,700068,Jodhpur Park,8
2024/01/21,700069,Great Eastern Hotel,14
2024/01/21,700073,Colootola,15
2024/01/21,700075,Garfa,11
2024/01/21,700078,Haltu,11
2024/01/21,700082,Haridevpur,9
2024/01/21,700085,K.G. Bose Sarani,8
2024/01/21,700086,Baghajatin,3
2024/01/21,700088,Brace Bridge,7
2024/01/21,700095,Golf Green,5
2024/01/21,700099,Kalikapur,7
2024/01/21,700107,E.K.T,6
2024/01/21,700141,Daulatpur,6
2024/01/21,700008,Barisha,5
2024/01/21,700010,Beleghata,12
2024/01/21,700012,Bowbazar,15
2024/01/21,700015,Entally,10
2024/01/21,700017,Kidderpore,10
2024/01/21,700018,Bartala,3
2024/01/21,700021,Fort William,15
2024/01/21,700024,Garden Reach,7
2024/01/21,700072,Hindustan Building,10
2024/01/21,700135,Rajarhat,10
2024/01/21,700136,New Town,12
2024/01/21,700023,Khiddirpore,5
2024/01/21,700091,Salt Lake Sector I,12
2024/01/21,700098,Bidhan Nagar,4
2024/01/21,700105,Kankurgachi,5
2024/01/21,700106,Phool Bagan,8
2024/01/21,700108,Shyambazar,19
2024/01/21,700109,Bagbazar,9
2024/01/22,700001,B.B.D. Bagh,19
2024/01/22,700007,Esplanade,29
2024/01/22,700013,Chittaranjan Avenue,22
2024/01/22,700014,Bhowanipore,12
2024/01/22,700016,Park Street,25
2024/01/22,700019,Ballygunge,12
2024/01/22,700020,A.J.C. Bose Road,25
2024/01/22,700022,Hastings,7
2024/01/22,700025,Bhawanipore,13
2024/01/22,700026,Kalighat,19
2024/01/22,700027,Alipore,12
2024/01/22,700029,Dover Lane,16
2024/01/22,700031,Dhakuria,6
2024/01/22,700032,Bijoygarh,8
2024/01/22,700033,Indrani Park,14
2024/01/22,700034,Behala,7
2024/01/22,700042,Kasba,12
2024/01/22,700044,Badartala,12
2024/01/22,700046,Abinash Chaowdhury Lane,11
2024/01/22,700047,Ganguly Bagan,14
2024/01/22,700053,Kalabagan,14
2024/01/22,700054,Bengal Chemical,19
2024/01/22,700061,Jairampur,14
2024/01/22,700066,Bidhangarh,12
2024/01/22,700068,Jodhpur Park,11
2024/01/22,700069,Great Eastern Hotel,15
2024/01/22,700073,Colootola,23
2024/01/22,700075,Garfa,12
2024/01/22,700078,Haltu,17
2024/01/22,700082,Haridevpur,14
2024/01/22,700085,K.G. Bose Sarani,6
2024/01/22,700086,Baghajatin,12
2024/01/22,700088,Brace Bridge,20
2024/01/22,700095,Golf Green,11
2024/01/22,700099,Kalikapur,20
2024/01/22,700107,E.K.T,5
2024/01/22,700141,Daulatpur,13
2024/01/22,700008,Barisha,12
2024/01/22,700010,Beleghata,13
2024/01/22,700012,Bowbazar,27
2024/01/22,700015,Entally,21
2024/01/22,700017,Kidderpore,8
2024/01/22,700018,Bartala,16
2024/01/22,700021,Fort William,34
2024/01/22,700024,Garden Reach,11
2024/01/22,700072,Hindustan Building,29
2024/01/22,700135,Rajarhat,16
2024/01/22,700136,New Town,24
2024/01/22,700023,Khiddirpore,12
2024/01/22,700091,Salt Lake Sector I,24
2024/01/22,700098,Bidhan Nagar,12
2024/01/22,700105,Kankurgachi,11
2024/01/22,700106,Phool Bagan,13
2024/01/22,700108,Shyambazar,28
2024/01/22,700109,Bagbazar,9
2024/01/23,700001,B.B.D. Bagh,24
2024/01/23,700007,Esplanade,30
2024/01/23,700013,Chittaranjan Avenue,32
2024/01/23,700014,Bhowanipore,14
2024/01/23,700016,Park Street,23
2024/01/23,700019,Ballygunge,13
2024/01/23,700020,A.J.C. Bose Road,28
2024/01/23,700022,Hastings,8
2024/01/23,700025,Bhawanipore,18
2024/01/23,700026,Kalighat,17
2024/01/23,700027,Alipore,8
2024/01/23,700029,Dover Lane,13
2024/01/23,700031,Dhakuria,18
2024/01/23,700032,Bijoygarh,12
2024/01/23,700033,Indrani Park,12
2024/01/23,700034,Behala,18
2024/01/23,700042,Kasba,15
2024/01/23,700044,Badartala,18
2024/01/23,700046,Abinash Chaowdhury Lane,19
2024/01/23,700047,Ganguly Bagan,12
2024/01/23,700053,Kalabagan,18
2024/01/23,700054,Bengal Chemical,13
2024/01/23,700061,Jairampur,10
2024/01/23,700066,Bidhangarh,13
2024/01/23,700068,Jodhpur Park,12
2024/01/23,700069,Great Eastern Hotel,18
2024/01/23,700073,Colootola,20
2024/01/23,700075,Garfa,15
2024/01/23,700078,Haltu,12
2024/01/23,700082,Haridevpur,16
2024/01/23,700085,K.G. Bose Sarani,10
2024/01/23,700086,Baghajatin,8
2024/01/23,700088,Brace Bridge,16
2024/01/23,700095,Golf Green,8
2024/01/23,700099,Kalikapur,16
2024/01/23,700107,E.K.T,15
2024/01/23,700141,Daulatpur,18
2024/01/23,700008,Barisha,13
2024/01/23,700010,Beleghata,17
2024/01/23,700012,Bowbazar,26
2024/01/23,700015,Entally,14
2024/01/23,700017,Kidderpore,11
2024/01/23,700018,Bartala,12
2024/01/23,700021,Fort William,22
2024/01/23,700024,Garden Reach,8
2024/01/23,700072,Hindustan Building,23
2024/01/23,700135,Rajarhat,25
2024/01/23,700136,New Town,20
2024/01/23,700023,Khiddirpore,15
2024/01/23,700091,Salt Lake Sector I,17
2024/01/23,700098,Bidhan Nagar,12
2024/01/23,700105,Kankurgachi,22
2024/01/23,700106,Phool Bagan,6
2024/01/23,700108,Shyambazar,19
2024/01/23,700109,Bagbazar,16
2024/01/24,700001,B.B.D. Bagh,19
2024/01/24,700007,Esplanade,24
2024/01/24,700013,Chittaranjan Avenue,19
2024/01/24,700014,Bhowanipore,16
2024/01/24,700016,Park Street,25
2024/01/24,700019,Ballygunge,9
2024/01/24,700020,A.J.C. Bose Road,14
2024/01/24,700022,Hastings,8
2024/01/24,700025,Bhawanipore,11
2024/01/24,700026,Kalighat,19
2024/01/24,700027,Alipore,12
2024/01/24,700029,Dover Lane,17
2024/01/24,700031,Dhakuria,11
2024/01/24,700032,Bijoygarh,8
2024/01/24,700033,Indrani Park,17
2024/01/24,700034,Behala,8
2024/01/24,700042,Kasba,10
2024/01/24,700044,Badartala,12
2024/01/24,700046,Abinash Chaowdhury Lane,16
2024/01/24,700047,Ganguly Bagan,10
2024/01/24,700053,Kalabagan,11
2024/01/24,700054,Bengal Chemical,21
2024/01/24,700061,Jairampur,16
2024/01/24,700066,Bidhangarh,10
2024/01/24,700068,Jodhpur Park,13
2024/01/24,700069,Great Eastern Hotel,22
2024/01/24,700073,Colootola,24
2024/01/24,700075,Garfa,12
2024/01/24,700078,Haltu,8
2024/01/24,700082,Haridevpur,10
2024/01/24,700085,K.G. Bose Sarani,9
2024/01/24,700086,Baghajatin,15
2024/01/24,700088,Brace Bridge,16
2024/01/24,700095,Golf Green,12
2024/01/24,700099,Kalikapur,6
2024/01/24,700107,E.K.T,10
2024/01/24,700141,Daulatpur,14
2024/01/24,700008,Barisha,15
2024/01/24,700010,Beleghata,19
2024/01/24,700012,Bowbazar,17
2024/01/24,700015,Entally,22
2024/01/24,700017,Kidderpore,15
2024/01/24,700018,Bartala,7
2024/01/24,700021,Fort William,16
2024/01/24,700024,Garden Reach,14
2024/01/24,700072,Hindustan Building,21
2024/01/24,700135,Rajarhat,17
2024/01/24,700136,New Town,16
2024/01/24,700023,Khiddirpore,12
2024/01/24,700091,Salt Lake Sector I,18
2024/01/24,700098,Bidhan Nagar,21
2024/01/24,700105,Kankurgachi,12
2024/01/24,700106,Phool Bagan,10
2024/01/24,700108,Shyambazar,24
2024/01/24,700109,Bagbazar,16
2024/01/25,700001,B.B.D. Bagh,22
2024/01/25,700007,Esplanade,30
2024/01/25,700013,Chittaranjan Avenue,32
2024/01/25,700014,Bhowanipore,16
2024/01/25,700016,Park Street,25
2024/01/25,700019,Ballygunge,12
2024/01/25,700020,A.J.C. Bose Road,27
2024/01/25,700022,Hastings,10
2024/01/25,700025,Bhawanipore,11
2024/01/25,700026,Kalighat,17
2024/01/25,700027,Alipore,13
2024/01/25,700029,Dover Lane,8
2024/01/25,700031,Dhakuria,22
2024/01/25,700032,Bijoygarh,13
2024/01/25,700033,Indrani Park,10
2024/01/25,700034,Behala,18
2024/01/25,700042,Kasba,19
2024/01/25,700044,Badartala,15
2024/01/25,700046,Abinash Chaowdhury Lane,19
2024/01/25,700047,Ganguly Bagan,10
2024/01/25,700053,Kalabagan,10
2024/01/25,700054,Bengal Chemical,17
2024/01/25,700061,Jairampur,9
2024/01/25,700066,Bidhangarh,12
2024/01/25,700068,Jodhpur Park,13
2024/01/25,700069,Great Eastern Hotel,32
2024/01/25,700073,Colootola,35
2024/01/25,700075,Garfa,15
2024/01/25,700078,Haltu,14
2024/01/25,700082,Haridevpur,11
2024/01/25,700085,K.G. Bose Sarani,14
2024/01/25,700086,Baghajatin,17
2024/01/25,700088,Brace Bridge,19
2024/01/25,700095,Golf Green,11
2024/01/25,700099,Kalikapur,11
2024/01/25,700107,E.K.T,14
2024/01/25,700141,Daulatpur,11
2024/01/25,700008,Barisha,14
2024/01/25,700010,Beleghata,24
2024/01/25,700012,Bowbazar,24
2024/01/25,700015,Entally,15
2024/01/25,700017,Kidderpore,15
2024/01/25,700018,Bartala,8
2024/01/25,700021,Fort William,27
2024/01/25,700024,Garden Reach,16
2024/01/25,700072,Hindustan Building,24
2024/01/25,700135,Rajarhat,18
2024/01/25,700136,New Town,25
2024/01/25,700023,Khiddirpore,14
2024/01/25,700091,Salt Lake Sector I,13
2024/01/25,700098,Bidhan Nagar,17
2024/01/25,700105,Kankurgachi,13
2024/01/25,700106,Phool Bagan,10
2024/01/25,700108,Shyambazar,33
2024/01/25,700109,Bagbazar,9
2024/01/26,700001,B.B.D. Bagh,19
2024/01/26,700007,Esplanade,28
2024/01/26,700013,Chittaranjan Avenue,25
2024/01/26,700014,Bhowanipore,17
2024/01/26,700016,Park Street,28
2024/01/26,700019,Ballygunge,9
2024/01/26,700020,A.J.C. Bose Road,23
2024/01/26,700022,Hastings,20
2024/01/26,700025,Bhawanipore,13
2024/01/26,700026,Kalighat,21
2024/01/26,700027,Alipore,14
2024/01/26,700029,Dover Lane,17
2024/01/26,700031,Dhakuria,10
2024/01/26,700032,Bijoygarh,13
2024/01/26,700033,Indrani Park,6
2024/01/26,700034,Behala,15
2024/01/26,700042,Kasba,8
2024/01/26,700044,Badartala,12
